Nomination Number,URL,Congress,Name,Organization,Description,Role,District/Location,Date Received From President,Committee,Latest Action Date,Latest Action,Vote Margin,Record Vote Number,,Length of Confirmation Proceedings,President,Majority,Deliniation,In Favor,Against,Margin
PN1180,https://www.congress.gov/nomination/113th-congress/1180,113th Congress (2013-2014),Jill A. Pryor,The Judiciary,"Jill A. Pryor, of Georgia, ", United States Circuit Judge , Eleventh Circuit,1/6/2014,Judiciary,9/8/2014,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 257,,245,3. Obama,Democrat,,97,0,97
PN529,https://www.congress.gov/nomination/113th-congress/529,113th Congress (2013-2014),Robert Leon Wilkins,The Judiciary,"Robert Leon Wilkins, of the District of Columbia, ", United States Circuit Judge , District of Columbia Circuit,6/4/2013,Judiciary,1/13/2014,Confirmed by the Senate by Yea-Nay Vote, 55 - 43, Record Vote Number: 7,,223,3. Obama,Democrat,,55,43,12
PN528,https://www.congress.gov/nomination/113th-congress/528,113th Congress (2013-2014),Cornelia T. L. Pillard,The Judiciary,"Cornelia T. L. Pillard, of the District of Columbia, ", United States Circuit Judge , District of Columbia Circuit,6/4/2013,Judiciary,12/12/2013,Confirmed by the Senate by Yea-Nay Vote, 51 - 44, Record Vote Number: 256,,191,3. Obama,Democrat,,51,44,7
PN527,https://www.congress.gov/nomination/113th-congress/527,113th Congress (2013-2014),Patricia Ann Millett,The Judiciary,"Patricia Ann Millett, of Virginia, ", United States Circuit Judge , District of Columbia Circuit,6/4/2013,Judiciary,12/10/2013,Confirmed by the Senate by Yea-Nay Vote, 56 - 38, Record Vote Number: 247,,189,3. Obama,Democrat,,56,38,18
PN462,https://www.congress.gov/nomination/113th-congress/462,113th Congress (2013-2014),Susan P. Watters,The Judiciary,"Susan P. Watters, of Montana, ", United States District Judge , District of Montana,5/23/2013,Judiciary,12/12/2013,Confirmed by the Senate by Yea-Nay Vote, 77 - 19, Record Vote Number: 268,,203,3. Obama,Democrat,,77,19,58
PN461,https://www.congress.gov/nomination/113th-congress/461,113th Congress (2013-2014),Brian Morris,The Judiciary,"Brian Morris, of Montana, ", United States District Judge , District of Montana,5/23/2013,Judiciary,12/12/2013,Confirmed by the Senate by Yea-Nay Vote, 75 - 20, Record Vote Number: 266,,203,3. Obama,Democrat,,75,20,55
PN460,https://www.congress.gov/nomination/113th-congress/460,113th Congress (2013-2014),Landya B. McCafferty,The Judiciary,"Landya B. McCafferty, of New Hampshire, ", United States District Judge , District of New Hampshire,5/23/2013,Judiciary,12/12/2013,Confirmed by the Senate by Yea-Nay Vote, 79 - 19, Record Vote Number: 262,,203,3. Obama,Democrat,,79,19,60
PN424,https://www.congress.gov/nomination/113th-congress/424,113th Congress (2013-2014),Elizabeth A. Wolford,The Judiciary,"Elizabeth A. Wolford, of New York, ", United States District Judge , Western District of New York,5/16/2013,Judiciary,12/12/2013,Confirmed by the Senate by Yea-Nay Vote, 70 - 29, Record Vote Number: 260,,210,3. Obama,Democrat,,70,29,41
PN422,https://www.congress.gov/nomination/113th-congress/422,113th Congress (2013-2014),Debra M. Brown,The Judiciary,"Debra M. Brown, of Mississippi, ", United States District Judge , Northern District of Mississippi,5/16/2013,Judiciary,11/4/2013,Confirmed by the Senate by Yea-Nay Vote, 90 - 0, Record Vote Number: 228,,172,3. Obama,Democrat,,90,0,90
PN410,https://www.congress.gov/nomination/113th-congress/410,113th Congress (2013-2014),Gregory Howard Woods,The Judiciary,"Gregory Howard Woods, of New York, ", United States District Judge , Southern District of New York,5/9/2013,Judiciary,11/4/2013,Confirmed by the Senate by Voice Vote,,,,179,3. Obama,Democrat,,,,0
PN409,https://www.congress.gov/nomination/113th-congress/409,113th Congress (2013-2014),Madeline Hughes Haikala,The Judiciary,"Madeline Hughes Haikala, of Alabama, ", United States District Judge , Northern District of Alabama,5/9/2013,Judiciary,10/14/2013,Confirmed by the Senate by Yea-Nay Vote, 90 - 0, Record Vote Number: 217,,158,3. Obama,Democrat,,90,0,90
PN386,https://www.congress.gov/nomination/113th-congress/386,113th Congress (2013-2014),Andrea R. Wood,The Judiciary,"Andrea R. Wood, of Illinois, ", United States District Judge , Northern District of Illinois,5/6/2013,Judiciary,10/14/2013,Confirmed by the Senate by Voice Vote,,,,161,3. Obama,Democrat,,,,0
PN385,https://www.congress.gov/nomination/113th-congress/385,113th Congress (2013-2014),Sara Lee Ellis,The Judiciary,"Sara Lee Ellis, of Illinois, ", United States District Judge , Northern District of Illinois,5/6/2013,Judiciary,10/7/2013,Confirmed by the Senate by Voice Vote,,,,154,3. Obama,Democrat,,,,0
PN384,https://www.congress.gov/nomination/113th-congress/384,113th Congress (2013-2014),Colin Stirling Bruce,The Judiciary,"Colin Stirling Bruce, of Illinois, ", United States District Judge , Central District of Illinois,5/6/2013,Judiciary,10/7/2013,Confirmed by the Senate by Yea-Nay Vote, 96 - 0, Record Vote Number: 213,,154,3. Obama,Democrat,,96,0,96
PN321,https://www.congress.gov/nomination/113th-congress/321,113th Congress (2013-2014),Vernon S. Broderick,The Judiciary,"Vernon S. Broderick, of New York, ", United States District Judge , Southern District of New York,4/15/2013,Judiciary,9/9/2013,Confirmed by the Senate by Voice Vote,,,,147,3. Obama,Democrat,,,,0
PN202,https://www.congress.gov/nomination/113th-congress/202,113th Congress (2013-2014),Elaine D. Kaplan,The Judiciary,"Elaine D. Kaplan, of the District of Columbia, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,3/19/2013,Judiciary,9/17/2013,Confirmed by the Senate by Yea-Nay Vote, 64 - 35, Record Vote Number: 202,,182,3. Obama,Democrat,,64,35,29
PN201,https://www.congress.gov/nomination/113th-congress/201,113th Congress (2013-2014),Patricia E. Campbell-Smith,The Judiciary,"Patricia E. Campbell-Smith, of the District of Columbia, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,3/19/2013,Judiciary,9/17/2013,Confirmed by the Senate by Voice Vote,,,,182,3. Obama,Democrat,,,,0
PN134,https://www.congress.gov/nomination/113th-congress/134,113th Congress (2013-2014),Todd M. Hughes,The Judiciary,"Todd M. Hughes, of the District of Columbia, ", United States Circuit Judge , Federal Circuit,2/7/2013,Judiciary,9/24/2013,Confirmed by the Senate by Yea-Nay Vote, 98 - 0, Record Vote Number: 204,,229,3. Obama,Democrat,,98,0,98
PN133,https://www.congress.gov/nomination/113th-congress/133,113th Congress (2013-2014),Raymond T. Chen,The Judiciary,"Raymond T. Chen, of Maryland, ", United States Circuit Judge , Federal Circuit,2/7/2013,Judiciary,8/1/2013,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 198,,175,3. Obama,Democrat,,97,0,97
PN128,https://www.congress.gov/nomination/113th-congress/128,113th Congress (2013-2014),Gregory Alan Phillips,The Judiciary,"Gregory Alan Phillips, of Wyoming, ", United States Circuit Judge , Tenth Circuit,1/31/2013,Judiciary,7/8/2013,Confirmed by the Senate by Yea-Nay Vote, 88 - 0, Record Vote Number: 169,,158,3. Obama,Democrat,,88,0,88
PN127,https://www.congress.gov/nomination/113th-congress/127,113th Congress (2013-2014),Jane Kelly,The Judiciary,"Jane Kelly, of Iowa, ", United States Circuit Judge , Eighth Circuit,1/31/2013,Judiciary,4/24/2013,Confirmed by the Senate by Yea-Nay Vote, 96 - 0, Record Vote Number: 108,,83,3. Obama,Democrat,,96,0,96
PN33,https://www.congress.gov/nomination/113th-congress/33,113th Congress (2013-2014),Claire R. Kelly,The Judiciary,"Claire R. Kelly, of New York, ", a Judge of the United States Court of International Trade,,1/4/2013,Judiciary,5/23/2013,Confirmed by the Senate by Voice Vote,,,,139,3. Obama,Democrat,,,,0
PN32,https://www.congress.gov/nomination/113th-congress/32,113th Congress (2013-2014),Mark A. Barnett,The Judiciary,"Mark A. Barnett, of Virginia, ", a Judge of the United States Court of International Trade,,1/4/2013,Judiciary,5/23/2013,Confirmed by the Senate by Voice Vote,,,,139,3. Obama,Democrat,,,,0
PN31,https://www.congress.gov/nomination/113th-congress/31,113th Congress (2013-2014),Derrick Kahala Watson,The Judiciary,"Derrick Kahala Watson, of Hawaii, ", United States District Judge , District of Hawaii,1/4/2013,Judiciary,4/18/2013,Confirmed by the Senate by Yea-Nay Vote, 94 - 0, Record Vote Number: 106,,104,3. Obama,Democrat,,94,0,94
PN30,https://www.congress.gov/nomination/113th-congress/30,113th Congress (2013-2014),Analisa Torres,The Judiciary,"Analisa Torres, of New York, ", United States District Judge , Southern District of New York,1/4/2013,Judiciary,4/18/2013,Confirmed by the Senate by Voice Vote,,,,104,3. Obama,Democrat,,,,0
PN28,https://www.congress.gov/nomination/113th-congress/28,113th Congress (2013-2014),Jeffrey L. Schmehl,The Judiciary,"Jeffrey L. Schmehl, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania,1/4/2013,Judiciary,6/13/2013,Confirmed by the Senate by Yea-Nay Vote, 100 - 0, Record Vote Number: 149,,160,3. Obama,Democrat,,100,0,100
PN27,https://www.congress.gov/nomination/113th-congress/27,113th Congress (2013-2014),Nelson Stephen Roman,The Judiciary,"Nelson Stephen Roman, of New York, ", United States District Judge , Southern District of New York,1/4/2013,Judiciary,5/9/2013,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 118,,125,3. Obama,Democrat,,97,0,97
PN26,https://www.congress.gov/nomination/113th-congress/26,113th Congress (2013-2014),Luis Felipe Restrepo,The Judiciary,"Luis Felipe Restrepo, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania,1/4/2013,Judiciary,6/17/2013,Confirmed by the Senate by Voice Vote,,,,164,3. Obama,Democrat,,,,0
PN25,https://www.congress.gov/nomination/113th-congress/25,113th Congress (2013-2014),Nitza I. Quinones Alejandro,The Judiciary,"Nitza I. Quinones Alejandro, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania,1/4/2013,Judiciary,6/13/2013,Confirmed by the Senate by Voice Vote,,,,160,3. Obama,Democrat,,,,0
PN24,https://www.congress.gov/nomination/113th-congress/24,113th Congress (2013-2014),William H. Orrick III,The Judiciary,"William H. Orrick, III, of the District of Columbia, ", United States District Judge , Northern District of California,1/4/2013,Judiciary,5/15/2013,Confirmed by the Senate by Yea-Nay Vote, 56 - 41, Record Vote Number: 125,,131,3. Obama,Democrat,,56,41,15
PN23,https://www.congress.gov/nomination/113th-congress/23,113th Congress (2013-2014),Beverly Reid O'Connell,The Judiciary,"Beverly Reid O'Connell, of California, ", United States District Judge , Central District of California,1/4/2013,Judiciary,4/15/2013,Confirmed by the Senate by Yea-Nay Vote, 92 - 0, Record Vote Number: 96,,101,3. Obama,Democrat,,92,0,92
PN22,https://www.congress.gov/nomination/113th-congress/22,113th Congress (2013-2014),Troy L. Nunley,The Judiciary,"Troy L. Nunley, of California, ", United States District Judge , Eastern District of California,1/4/2013,Judiciary,3/23/2013,Confirmed by the Senate by Voice Vote,,,,78,3. Obama,Democrat,,,,0
PN21,https://www.congress.gov/nomination/113th-congress/21,113th Congress (2013-2014),Raymond P. Moore,The Judiciary,"Raymond P. Moore, of Colorado, ", United States District Judge , District of Colorado,1/4/2013,Judiciary,3/23/2013,Confirmed by the Senate by Voice Vote,,,,78,3. Obama,Democrat,,,,0
PN20,https://www.congress.gov/nomination/113th-congress/20,113th Congress (2013-2014),Michael J. McShane,The Judiciary,"Michael J. McShane, of Oregon, ", United States District Judge , District of Oregon,1/4/2013,Judiciary,5/20/2013,Confirmed by the Senate by Voice Vote,,,,136,3. Obama,Democrat,,,,0
PN18,https://www.congress.gov/nomination/113th-congress/18,113th Congress (2013-2014),Ketanji Brown Jackson,The Judiciary,"Ketanji Brown Jackson, of Maryland, ", United States District Judge , District of Columbia,1/4/2013,Judiciary,3/23/2013,Confirmed by the Senate by Voice Vote,,,,78,3. Obama,Democrat,,,,0
PN17,https://www.congress.gov/nomination/113th-congress/17,113th Congress (2013-2014),Andrew Patrick Gordon,The Judiciary,"Andrew Patrick Gordon, of Nevada, ", United States District Judge , District of Nevada,1/4/2013,Judiciary,3/11/2013,Confirmed by the Senate by Voice Vote,,,,66,3. Obama,Democrat,,,,0
PN16,https://www.congress.gov/nomination/113th-congress/16,113th Congress (2013-2014),Kenneth John Gonzales,The Judiciary,"Kenneth John Gonzales, of New Mexico, ", United States District Judge , District of New Mexico,1/4/2013,Judiciary,6/17/2013,Confirmed by the Senate by Yea-Nay Vote, 89 - 0, Record Vote Number: 150,,164,3. Obama,Democrat,,89,0,89
PN15,https://www.congress.gov/nomination/113th-congress/15,113th Congress (2013-2014),Katherine Polk Failla,The Judiciary,"Katherine Polk Failla, of New York, ", United States District Judge , Southern District of New York,1/4/2013,Judiciary,3/4/2013,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 28,,59,3. Obama,Democrat,,91,0,91
PN14,https://www.congress.gov/nomination/113th-congress/14,113th Congress (2013-2014),Jennifer A. Dorsey,The Judiciary,"Jennifer A. Dorsey, of Nevada, ", United States District Judge , District of Nevada,1/4/2013,Judiciary,7/9/2013,Confirmed by the Senate by Yea-Nay Vote, 54 - 41, Record Vote Number: 170,,186,3. Obama,Democrat,,54,41,13
PN13,https://www.congress.gov/nomination/113th-congress/13,113th Congress (2013-2014),Shelly Deckert Dick,The Judiciary,"Shelly Deckert Dick, of Louisiana, ", United States District Judge , Middle District of Louisiana,1/4/2013,Judiciary,5/9/2013,Confirmed by the Senate by Voice Vote,,,,125,3. Obama,Democrat,,,,0
PN12,https://www.congress.gov/nomination/113th-congress/12,113th Congress (2013-2014),Brian J. Davis,The Judiciary,"Brian J. Davis, of Florida, ", United States District Judge , Middle District of Florida,1/4/2013,Judiciary,12/20/2013,Confirmed by the Senate by Yea-Nay Vote, 68 - 26, Record Vote Number: 290,,350,3. Obama,Democrat,,68,26,42
PN11,https://www.congress.gov/nomination/113th-congress/11,113th Congress (2013-2014),Pamela Ki Mai Chen,The Judiciary,"Pamela Ki Mai Chen, of New York, ", United States District Judge , Eastern District of New York,1/4/2013,Judiciary,3/4/2013,Confirmed by the Senate by Voice Vote,,,,59,3. Obama,Democrat,,,,0
PN10,https://www.congress.gov/nomination/113th-congress/10,113th Congress (2013-2014),Sheri Polster Chappell,The Judiciary,"Sheri Polster Chappell, of Florida, ", United States District Judge , Middle District of Florida,1/4/2013,Judiciary,5/20/2013,Confirmed by the Senate by Yea-Nay Vote, 90 - 0, Record Vote Number: 128,,136,3. Obama,Democrat,,90,0,90
PN9,https://www.congress.gov/nomination/113th-congress/9,113th Congress (2013-2014),Valerie E. Caproni,The Judiciary,"Valerie E. Caproni, of the District of Columbia, ", United States District Judge , Southern District of New York,1/4/2013,Judiciary,9/9/2013,Confirmed by the Senate by Yea-Nay Vote, 73 - 24, Record Vote Number: 201,,248,3. Obama,Democrat,,73,24,49
PN8,https://www.congress.gov/nomination/113th-congress/8,113th Congress (2013-2014),Elissa F. Cadish,The Judiciary,"Elissa F. Cadish, of Nevada, ", United States District Judge , District of Nevada,1/4/2013,Judiciary,3/13/2013,Received message of withdrawal of nomination from the President,,,,68,3. Obama,Democrat,,,,0
PN7,https://www.congress.gov/nomination/113th-congress/7,113th Congress (2013-2014),Richard Gary Taranto,The Judiciary,"Richard Gary Taranto, of Maryland, ", United States Circuit Judge , Federal Circuit,1/4/2013,Judiciary,3/11/2013,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 33,,66,3. Obama,Democrat,,91,0,91
PN6,https://www.congress.gov/nomination/113th-congress/6,113th Congress (2013-2014),Srikanth Srinivasan,The Judiciary,"Srikanth Srinivasan, of Virginia, ", United States Circuit Judge , District of Columbia Circuit,1/4/2013,Judiciary,5/23/2013,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 136,,139,3. Obama,Democrat,,97,0,97
PN5,https://www.congress.gov/nomination/113th-congress/5,113th Congress (2013-2014),Patty Shwartz,The Judiciary,"Patty Shwartz, of New Jersey, ", United States Circuit Judge , Third Circuit,1/4/2013,Judiciary,4/9/2013,Confirmed by the Senate by Yea-Nay Vote, 64 - 34, Record Vote Number: 93,,95,3. Obama,Democrat,,64,34,30
PN3,https://www.congress.gov/nomination/113th-congress/3,113th Congress (2013-2014),William J. Kayatta Jr.,The Judiciary,"William J. Kayatta, Jr., of Maine, ", United States Circuit Judge , First Circuit,1/4/2013,Judiciary,2/13/2013,Confirmed by the Senate by Yea-Nay Vote, 88 - 12, Record Vote Number: 20,,40,3. Obama,Democrat,,88,12,76
PN2,https://www.congress.gov/nomination/113th-congress/2,113th Congress (2013-2014),Caitlin Joan Halligan,The Judiciary,"Caitlin Joan Halligan, of New York, ", United States Circuit Judge , District of Columbia Circuit,1/4/2013,Judiciary,3/22/2013,Received message of withdrawal of nomination from the President,,,,77,3. Obama,Democrat,,,,0
PN1,https://www.congress.gov/nomination/113th-congress/1,113th Congress (2013-2014),Robert E. Bacharach,The Judiciary,"Robert E. Bacharach, of Oklahoma, ", United States Circuit Judge , Tenth Circuit,1/4/2013,Judiciary,2/25/2013,Confirmed by the Senate by Yea-Nay Vote, 93 - 0, Record Vote Number: 22,,52,3. Obama,Democrat,,93,0,93
PN1730,https://www.congress.gov/nomination/112th-congress/1730,112th Congress (2011-2012),Jon S. Tigar,The Judiciary,"Jon S. Tigar, of California, ", United States District Judge , Northern District of California,6/11/2012,Judiciary,12/21/2012,Confirmed by the Senate by Voice Vote,,,,193,3. Obama,Democrat,Break,,,0
